COHORT,OPEID,NAME,TYPE,CIPCODE,CIPDESC,CREDLEV,CREDDESC,COUNT,DEBTMEDIAN,DEBTMEAN,IPEDSCOUNT,FIELD
2016_2017,4508,UNIVERSITY OF COLORADO DENVER,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,165962,152245,7,Health Professions
2016_2017,3737,SHENANDOAH UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,212,156628,151778,313,Health Professions
2016_2017,30908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,503,154098,151380,533,Health Professions
2016_2017,2043,HUSSON UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,161484,150465,NULL,Health Professions
2016_2017,1363,REGIS UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,159544,150042,NULL,Health Professions
2016_2017,6725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,275,143756,149899,311,Health Professions
2016_2017,3735,VIRGINIA COMMONWEALTH UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,232,135822,149771,266,Health Professions
2016_2017,41806,APPALACHIAN COLLEGE OF PHARMACY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,158799,149376,NULL,Health Professions
2016_2017,3184,UNIVERSITY OF OKLAHOMA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,171,145167,148956,206,Health Professions
2016_2017,3438,MEDICAL UNIVERSITY OF SOUTH CAROLINA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,70,148737,147553,157,Health Professions
2016_2017,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,169,148500,146760,313,Health Professions
2016_2017,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,322,139298,145436,397,Health Professions
2016_2017,1009,AUBURN UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,232,138019,145168,283,Health Professions
2016_2017,3371,TEMPLE UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,249,136167,143468,296,Health Professions
2016_2017,1989,UNIVERSITY OF KENTUCKY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,216,132000,142187,268,Health Professions
2016_2017,1892,UNIVERSITY OF IOWA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,182,141422,141720,213,Health Professions
2016_2017,2985,WINGATE UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,172,140952,141696,194,Health Professions
2016_2017,2106,UNIVERSITY OF MARYLAND - EASTERN SHORE,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,145632,141107,0,Health Professions
2016_2017,3210,OREGON STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,136,136167,136348,168,Health Professions
2016_2017,2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,247,138919,135319,334,Health Professions
2016_2017,2325,UNIVERSITY OF MICHIGAN - ANN ARBOR,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,121,146834,135122,154,Health Professions
2016_2017,3798,UNIVERSITY OF WASHINGTON - SEATTLE,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,148,135240,133455,192,Health Professions
2016_2017,1537,UNIVERSITY OF SOUTH FLORIDA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,151,137298,132257,164,Health Professions
2016_2017,2104,"UNIVERSITY OF MARYLAND, BALTIMORE",PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,238,133979,130970,309,Health Professions
2016_2017,2712,D'YOUVILLE COLLEGE,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,56,136122,129750,137,Health Professions
2016_2017,3800,WASHINGTON STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,196,136831,129401,208,Health Professions
2016_2017,3090,OHIO STATE UNIVERSITY (THE),PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,194,133188,128035,237,Health Professions
2016_2017,1535,UNIVERSITY OF FLORIDA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,516,136167,126919,763,Health Professions
2016_2017,1759,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,135,131980,126693,159,Health Professions
2016_2017,2712,D'YOUVILLE COLLEGE,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,125227,126571,NULL,Health Professions
2016_2017,3675,UNIVERSITY OF UTAH,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,PrivacySuppressed,124594,20,Health Professions
2016_2017,2663,UNIVERSITY OF NEW MEXICO,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,127750,123288,2,Health Professions
2016_2017,2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,186,122330,118015,221,Health Professions
2016_2017,1319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,90,123016,117636,236,Health Professions
2016_2017,10674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,123691,116807,15,Health Professions
2016_2017,3025,CEDARVILLE UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,121965,116567,NULL,Health Professions
2016_2017,2165,MCPHS UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,901,104528,116080,1204,Health Professions
2016_2017,3652,UNIVERSITY OF HOUSTON,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,158,128200,115981,206,Health Professions
2016_2017,6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,104,121149,115654,118,Health Professions
2016_2017,2032,XAVIER UNIVERSITY OF LOUISIANA,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,117132,115535,NULL,Health Professions
2016_2017,1319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,125593,114718,25,Health Professions
2016_2017,1083,UNIVERSITY OF ARIZONA (THE),PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,160,124250,112797,191,Health Professions
2016_2017,3125,UNIVERSITY OF CINCINNATI,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,75,112087,110824,192,Health Professions
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,216,116294,109665,285,Health Professions
2016_2017,9768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,103000,109220,NULL,Health Professions
2016_2017,1109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,185,111000,108783,236,Health Professions
2016_2017,3632,TEXAS A&M UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,143,120380,107164,168,Health Professions
2016_2017,2329,WAYNE STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,111098,105349,8,Health Professions
2016_2017,1620,IDAHO STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,126,92250,101493,175,Health Professions
2016_2017,1825,PURDUE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,198,99292,101312,295,Health Professions
2016_2017,2020,UNIVERSITY OF LOUISIANA AT MONROE,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,PrivacySuppressed,117871,100382,193,Health Professions
2016_2017,2504,ST. LOUIS COLLEGE OF PHARMACY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,97930,98883,NULL,Health Professions
2016_2017,2518,UNIVERSITY OF MISSOURI - KANSAS CITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,202,96320,98575,246,Health Professions
2016_2017,3448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,186,104729,97445,204,Health Professions
2016_2017,3895,UNIVERSITY OF WISCONSIN - MADISON,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,169,106544,95303,258,Health Professions
2016_2017,3658,UNIVERSITY OF TEXAS AT AUSTIN,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,166,89257,94875,244,Health Professions
2016_2017,2751,LONG ISLAND UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,319,93175,91049,364,Health Professions
2016_2017,2260,FERRIS STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,249,82000,90798,295,Health Professions
2016_2017,3371,TEMPLE UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,37,41000,89691,180,Health Professions
2016_2017,3815,MARSHALL UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,124,86145,86369,140,Health Professions
2016_2017,2440,UNIVERSITY OF MISSISSIPPI,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,160,80572,83331,204,Health Professions
2016_2017,3642,TEXAS SOUTHERN UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,176,74640,82567,217,Health Professions
2016_2017,38533,KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,81664,NULL,Health Professions
2016_2017,3353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,286,70167,80209,369,Health Professions
2016_2017,3045,UNIVERSITY OF FINDLAY (THE),PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,118,80851,78605,125,Health Professions
2016_2017,2823,SAINT JOHN'S UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,399,78800,78107,588,Health Professions
2016_2017,24600,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,78,88353,77428,87,Health Professions
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,75930,15,Health Professions
2016_2017,1948,UNIVERSITY OF KANSAS,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,255,66626,74758,319,Health Professions
2016_2017,1860,DRAKE UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,81,70167,73938,217,Health Professions
2016_2017,3258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,313,46014,73769,383,Health Professions
2016_2017,3827,WEST VIRGINIA UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,131,70167,72980,178,Health Professions
2016_2017,3471,SOUTH DAKOTA STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,119,70167,70461,148,Health Professions
2016_2017,1480,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,256,58967,66368,327,Health Professions
2016_2017,2885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,354,66000,65153,432,Health Professions
2016_2017,1417,UNIVERSITY OF CONNECTICUT,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,62093,64761,15,Health Professions
2016_2017,3379,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,153,41000,64328,217,Health Professions
2016_2017,3394,WILKES UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,119,66000,62954,142,Health Professions
2016_2017,3089,OHIO NORTHERN UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,66000,61353,NULL,Health Professions
2016_2017,3353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,14,PrivacySuppressed,61216,50,Health Professions
2016_2017,1328,UNIVERSITY OF SOUTHERN CALIFORNIA,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,41,51250,60844,77,Health Professions
2016_2017,3131,UNIVERSITY OF TOLEDO,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",6,Doctoral Degree,PrivacySuppressed,57000,60396,8,Health Professions
2016_2017,3181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,120,63444,58988,155,Health Professions
2016_2017,2997,NORTH DAKOTA STATE UNIVERSITY - FARGO,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,117,64100,58705,165,Health Professions
2016_2017,3414,UNIVERSITY OF RHODE ISLAND,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,135,41000,50534,237,Health Professions
2016_2017,3932,UNIVERSITY OF WYOMING,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,60,47473,48233,80,Health Professions
2016_2017,3798,UNIVERSITY OF WASHINGTON - SEATTLE,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,17,PrivacySuppressed,46278,51,Health Professions
2016_2017,2536,UNIVERSITY OF MONTANA (THE),PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,90,46151,44049,130,Health Professions
2016_2017,2751,LONG ISLAND UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,15,PrivacySuppressed,43996,127,Health Professions
2016_2017,2607,FAIRLEIGH DICKINSON UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,10,PrivacySuppressed,40813,30,Health Professions
2016_2017,41426,TOURO UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,10,PrivacySuppressed,37590,20,Health Professions
2016_2017,2199,NORTHEASTERN UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",7,First Professional Degree,123,37167,35931,232,Health Professions
2016_2017,2165,MCPHS UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,18,PrivacySuppressed,35184,89,Health Professions
2016_2017,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,22,36053,34408,47,Health Professions
2016_2017,1535,UNIVERSITY OF FLORIDA,PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,186,28349,32002,450,Health Professions
2016_2017,2199,NORTHEASTERN UNIVERSITY,PRIVATE,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,59,30437,31624,520,Health Professions
2016_2017,2104,"UNIVERSITY OF MARYLAND, BALTIMORE",PUBLIC,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",5,Master's Degree,22,30002,30006,126,Health Professions
2016_2017,1657,MIDWESTERN UNIVERSITY,PRIVATE,5121,Podiatric Medicine/Podiatry.,6,Doctoral Degree,PrivacySuppressed,255426,245230,NULL,Health Professions
2016_2017,1466,BARRY UNIVERSITY,PRIVATE,5121,Podiatric Medicine/Podiatry.,7,First Professional Degree,92,254525,237140,105,Health Professions
2016_2017,24827,WESTERN UNIVERSITY OF HEALTH SCIENCES,PRIVATE,5121,Podiatric Medicine/Podiatry.,7,First Professional Degree,65,242487,220353,83,Health Professions
2016_2017,7012,SAMUEL MERRITT UNIVERSITY,PRIVATE,5121,Podiatric Medicine/Podiatry.,6,Doctoral Degree,PrivacySuppressed,226328,219467,NULL,Health Professions
2016_2017,3051,KENT STATE UNIVERSITY,PUBLIC,5121,Podiatric Medicine/Podiatry.,7,First Professional Degree,PrivacySuppressed,225063,213007,186,Health Professions
2016_2017,3371,TEMPLE UNIVERSITY,PRIVATE,5121,Podiatric Medicine/Podiatry.,7,First Professional Degree,139,204367,200375,169,Health Professions
2016_2017,1659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIEN,PRIVATE,5121,Podiatric Medicine/Podiatry.,6,Doctoral Degree,PrivacySuppressed,211544,199141,NULL,Health Professions
2016_2017,1855,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,PRIVATE,5121,Podiatric Medicine/Podiatry.,7,First Professional Degree,83,176888,176692,97,Health Professions
2016_2017,2749,NEW YORK COLLEGE OF PODIATRIC MEDICINE,PRIVATE,5121,Podiatric Medicine/Podiatry.,8,Graduate/Professional Certificate,PrivacySuppressed,172653,163662,NULL,Health Professions
2016_2017,22333,"ST. GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE",FOREIGN SCHOOLS,5122,Public Health.,5,Master's Degree,PrivacySuppressed,179562,204201,NULL,Health Professions
2016_2017,2477,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,PRIVATE,5122,Public Health.,5,Master's Degree,45,58598,167721,123,Health Professions
2016_2017,1036,SAMFORD UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,16,PrivacySuppressed,163230,25,Health Professions
2016_2017,24824,PONCE HEALTH SCIENCES UNIVERSITY,PROPRIETARY,5122,Public Health.,6,Doctoral Degree,PrivacySuppressed,PrivacySuppressed,159891,21,Health Professions
2016_2017,30908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PRIVATE,5122,Public Health.,5,Master's Degree,63,171303,156303,78,Health Professions
2016_2017,1739,NORTHWESTERN UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,33,139944,148405,52,Health Professions
2016_2017,2219,TUFTS UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,86,97561,130331,156,Health Professions
2016_2017,25042,WALDEN UNIVERSITY,PROPRIETARY,5122,Public Health.,6,Doctoral Degree,43,113720,126872,311,Health Professions
2016_2017,1509,NOVA SOUTHEASTERN UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,70,53972,124615,148,Health Professions
2016_2017,41426,TOURO UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,51,79257,118786,216,Health Professions
2016_2017,2029,TULANE UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,218,89908,118067,379,Health Professions
2016_2017,2785,NEW YORK UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,116,110491,107369,219,Health Professions
2016_2017,1169,CLAREMONT GRADUATE UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,33,94446,102842,63,Health Professions
2016_2017,2029,TULANE UNIVERSITY,PRIVATE,5122,Public Health.,8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,100089,NULL,Health Professions
2016_2017,2165,MCPHS UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,PrivacySuppressed,54666,97749,34,Health Professions
2016_2017,1218,LOMA LINDA UNIVERSITY,PRIVATE,5122,Public Health.,6,Doctoral Degree,PrivacySuppressed,PrivacySuppressed,95456,21,Health Professions
2016_2017,2029,TULANE UNIVERSITY,PRIVATE,5122,Public Health.,6,Doctoral Degree,13,PrivacySuppressed,94342,38,Health Professions
2016_2017,3506,MEHARRY MEDICAL COLLEGE,PRIVATE,5122,Public Health.,5,Master's Degree,31,87456,94149,38,Health Professions
2016_2017,2290,MICHIGAN STATE UNIVERSITY,PUBLIC,5122,Public Health.,5,Master's Degree,133,49850,92492,192,Health Professions
2016_2017,3024,CASE WESTERN RESERVE UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,25,89280,91920,46,Health Professions
2016_2017,2838,STATE UNIVERSITY OF NEW YORK AT STONY BROOK,PUBLIC,5122,Public Health.,5,Master's Degree,20,50741,88687,50,Health Professions
2016_2017,3256,DREXEL UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,83,70114,88658,141,Health Professions
2016_2017,2913,CAMPBELL UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,25,57177,88078,35,Health Professions
2016_2017,3235,ARCADIA UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,19,PrivacySuppressed,87569,54,Health Professions
2016_2017,1445,GEORGETOWN UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,17,PrivacySuppressed,86459,41,Health Professions
2016_2017,1328,UNIVERSITY OF SOUTHERN CALIFORNIA,PRIVATE,5122,Public Health.,5,Master's Degree,318,82283,84981,519,Health Professions
2016_2017,1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",PUBLIC,5122,Public Health.,6,Doctoral Degree,14,PrivacySuppressed,84601,41,Health Professions
2016_2017,32673,CAPELLA UNIVERSITY,PROPRIETARY,5122,Public Health.,6,Doctoral Degree,43,87591,83743,57,Health Professions
2016_2017,1218,LOMA LINDA UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,79,70167,83017,116,Health Professions
2016_2017,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,PRIVATE,5122,Public Health.,5,Master's Degree,381,68626,82887,678,Health Professions
2016_2017,2573,DARTMOUTH COLLEGE,PRIVATE,5122,Public Health.,7,First Professional Degree,PrivacySuppressed,74762,80983,NULL,Health Professions
2016_2017,3287,LA SALLE UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,16,PrivacySuppressed,80095,22,Health Professions
2016_2017,21553,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,PRIVATE,5122,Public Health.,5,Master's Degree,PrivacySuppressed,PrivacySuppressed,78621,15,Health Professions
2016_2017,2104,"UNIVERSITY OF MARYLAND, BALTIMORE",PUBLIC,5122,Public Health.,5,Master's Degree,18,PrivacySuppressed,77704,29,Health Professions
2016_2017,2077,JOHNS HOPKINS UNIVERSITY,PRIVATE,5122,Public Health.,6,Doctoral Degree,52,59062,77425,111,Health Professions
2016_2017,3184,UNIVERSITY OF OKLAHOMA,PUBLIC,5122,Public Health.,7,First Professional Degree,36,48537,77101,44,Health Professions
2016_2017,3535,VANDERBILT UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,16,PrivacySuppressed,76307,115,Health Professions
2016_2017,1444,GEORGE WASHINGTON UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,333,68300,76005,553,Health Professions
2016_2017,3735,VIRGINIA COMMONWEALTH UNIVERSITY,PUBLIC,5122,Public Health.,5,Master's Degree,11,PrivacySuppressed,74422,26,Health Professions
2016_2017,2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,PRIVATE,5122,Public Health.,8,Graduate/Professional Certificate,273,66000,73670,484,Health Professions
2016_2017,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,PUBLIC,5122,Public Health.,5,Master's Degree,61,49955,73295,362,Health Professions
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,5122,Public Health.,6,Doctoral Degree,17,PrivacySuppressed,72136,29,Health Professions
2016_2017,2751,LONG ISLAND UNIVERSITY,PRIVATE,5122,Public Health.,5,Master's Degree,22,63546,71896,50,Health Professions
2016_2017,3078,WRIGHT STATE UNIVERSITY,PUBLIC,5122,Public Health.,5,Master's Degree,19,PrivacySuppressed,71753,46,Health Professions
2016_2017,3378,UNIVERSITY OF PENNSYLVANIA,PRIVATE,5122,Public Health.,5,Master's Degree,63,71000,71537,124,Health Professions
2016_2017,24821,MOREHOUSE SCHOOL OF MEDICINE,PRIVATE,5122,Public Health.,5,Master's Degree,42,75069,71020,47,Health Professions
2016_2017,1574,GEORGIA STATE UNIVERSITY,PUBLIC,5122,Public Health.,8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,70717,NULL,Health Professions
2016_2017,1572,GEORGIA SOUTHERN UNIVERSITY,PUBLIC,5122,Public Health.,6,Doctoral Degree,12,PrivacySuppressed,70572,25,Health Professions
2016_2017,1537,UNIVERSITY OF SOUTH FLORIDA,PUBLIC,5122,Public Health.,6,Doctoral Degree,16,PrivacySuppressed,70521,42,Health Professions
